date_of_interest,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,CASE_COUNT_7DAY_AVG,HOSP_COUNT_7DAY_AVG,DEATH_COUNT_7DAY_AVG,BX_CASE_COUNT,BX_HOSPITALIZED_COUNT,BX_DEATH_COUNT,BX_CASE_COUNT_7DAY_AVG,BX_HOSPITALIZED_COUNT_7DAY_AVG,BX_DEATH_COUNT_7DAY_AVG,BK_CASE_COUNT,BK_HOSPITALIZED_COUNT,BK_DEATH_COUNT,BK_CASE_COUNT_7DAY_AVG,BK_HOSPITALIZED_COUNT_7DAY_AVG,BK_DEATH_COUNT_7DAY_AVG,MN_CASE_COUNT,MN_HOSPITALIZED_COUNT,MN_DEATH_COUNT,MN_CASE_COUNT_7DAY_AVG,MN_HOSPITALIZED_COUNT_7DAY_AVG,MN_DEATH_COUNT_7DAY_AVG,QN_CASE_COUNT,QN_HOSPITALIZED_COUNT,QN_DEATH_COUNT,QN_CASE_COUNT_7DAY_AVG,QN_HOSPITALIZED_COUNT_7DAY_AVG,QN_DEATH_COUNT_7DAY_AVG,SI_CASE_COUNT,SI_HOSPITALIZED_COUNT,SI_DEATH_COUNT,SI_CASE_COUNT_7DAY_AVG,SI_HOSPITALIZED_COUNT_7DAY_AVG,SI_DEATH_COUNT_7DAY_AVG,INCOMPLETE
2021-10-17,584,47,9,877,52,7,48,2,2,96,9,1,260,28,3,346,16,2,79,7,1,153,9,0,131,10,3,196,15,3,66,2,0,85,4,1,0
2021-10-18,855,53,10,867,52,7,105,10,1,95,9,1,357,18,5,346,17,3,140,2,0,149,8,0,173,15,3,189,15,3,80,9,1,87,5,1,0
2021-10-19,787,50,10,816,53,8,92,12,1,91,10,1,309,18,3,324,18,3,133,8,2,139,8,1,171,10,3,180,14,3,82,3,1,83,5,1,0
2021-10-20,793,50,6,772,50,8,97,9,1,88,9,1,292,17,3,308,17,3,154,9,0,128,7,1,175,9,2,171,13,3,75,6,0,77,4,1,0
2021-10-21,804,43,13,741,50,9,84,6,2,84,9,1,339,14,3,296,17,3,131,3,1,122,7,1,164,15,6,165,13,3,86,6,1,74,5,1,0
2021-10-22,679,43,9,712,48,9,85,12,2,81,9,1,255,18,1,286,18,3,130,3,1,117,5,1,134,7,3,155,12,3,74,4,2,73,5,1,0
2021-10-23,444,42,10,707,47,10,55,7,1,81,8,1,162,17,4,282,19,3,92,6,0,123,5,1,74,8,5,146,11,4,61,6,0,75,5,1,0
2021-10-24,440,41,14,686,46,10,37,8,3,79,9,2,196,12,4,273,16,3,65,7,0,121,5,1,84,9,4,139,10,4,57,5,3,74,6,1,0
2021-10-25,883,36,9,690,44,10,94,5,2,78,8,2,358,14,5,273,16,3,163,4,0,124,6,1,187,11,2,141,10,4,80,2,0,74,5,1,0
2021-10-26,594,40,8,662,42,10,64,6,2,74,8,2,236,18,2,263,16,3,100,4,1,119,5,0,125,9,2,135,10,3,69,3,1,72,5,1,0
2021-10-27,753,45,9,657,41,10,99,7,0,74,7,2,286,16,5,262,16,3,144,8,1,118,5,1,154,12,3,132,10,4,70,2,0,71,4,1,0
2021-10-28,729,36,7,646,40,9,81,9,1,74,8,2,309,11,2,257,15,3,120,10,1,116,6,1,143,5,2,129,9,3,76,1,1,70,3,1,0
2021-10-29,636,27,4,640,38,9,86,6,1,74,7,1,229,8,0,254,14,3,122,6,1,115,6,1,143,5,2,130,8,3,56,3,0,67,3,1,0
2021-10-30,395,24,9,633,36,9,40,6,0,72,7,1,155,9,2,253,13,3,61,1,3,111,6,1,100,4,4,134,8,3,39,4,0,64,3,1,0
2021-10-31,444,28,7,633,34,8,46,5,0,73,6,1,198,7,0,253,12,2,59,7,1,110,6,1,109,7,5,137,8,3,32,3,1,60,3,0,0
2021-11-01,772,36,4,618,34,7,73,6,0,70,6,1,310,10,2,246,11,2,139,4,1,106,6,1,193,12,1,138,8,3,57,4,0,57,3,0,0
2021-11-02,799,44,9,647,34,7,74,10,1,71,7,0,301,16,3,255,11,2,172,4,0,117,6,1,190,9,2,147,8,3,61,5,3,56,3,1,0
2021-11-03,814,50,7,656,35,7,73,12,1,68,8,1,297,22,2,257,12,2,178,4,1,122,5,1,200,9,3,154,7,3,65,4,0,55,3,1,0
2021-11-04,892,37,4,679,35,6,106,6,0,71,7,0,343,14,3,262,12,2,206,4,0,134,4,1,183,12,0,160,8,2,53,3,1,52,4,1,0
2021-11-05,764,30,5,697,36,6,90,10,1,72,8,0,289,10,3,270,13,2,147,4,0,137,4,1,184,5,1,166,8,2,54,4,0,52,4,1,0
2021-11-06,497,34,11,712,37,7,55,11,1,74,9,1,196,11,2,276,13,2,73,4,0,139,4,0,131,6,4,170,9,2,41,3,4,52,4,1,0
2021-11-07,534,33,8,725,38,7,45,4,0,74,8,1,201,14,3,277,14,3,104,2,1,146,4,0,132,10,2,173,9,2,52,5,2,55,4,1,0
2021-11-08,1124,44,8,775,39,7,138,14,2,83,10,1,397,16,1,289,15,2,229,2,1,158,3,0,269,7,3,184,8,2,90,6,1,59,4,2,0
2021-11-09,1022,32,12,807,37,8,98,5,3,86,9,1,353,6,5,297,13,3,241,5,0,168,4,0,241,11,2,191,9,2,89,6,2,63,4,1,0
2021-11-10,1038,44,7,839,36,8,121,12,0,93,9,1,358,14,3,305,12,3,236,4,1,177,4,0,255,12,2,199,9,2,67,2,1,64,4,2,0
2021-11-11,869,45,6,835,37,8,89,9,1,91,9,1,344,19,4,305,13,3,167,3,0,171,3,0,222,12,1,205,9,2,46,3,0,63,4,1,0
2021-11-12,1017,39,14,872,39,9,108,8,2,93,9,1,370,14,6,317,13,3,196,6,1,178,4,1,254,11,2,215,10,2,89,1,3,68,4,2,0
2021-11-13,610,36,5,888,39,9,64,4,1,95,8,1,239,18,3,323,14,4,103,4,0,182,4,1,154,8,0,218,10,2,50,4,1,69,4,1,0
2021-11-14,682,36,5,909,39,8,47,3,2,95,8,2,255,17,1,331,15,3,140,4,1,187,4,1,169,10,0,223,10,1,70,4,1,72,4,1,0
2021-11-15,1250,45,9,927,40,8,135,8,2,95,7,2,420,9,3,334,14,4,250,10,2,190,5,1,319,15,2,231,11,1,126,3,0,77,3,1,0
2021-11-16,1261,37,10,961,40,8,150,8,2,102,7,1,425,8,1,344,14,3,283,6,1,196,5,1,300,11,4,239,11,2,101,5,2,78,3,1,0
2021-11-17,1317,52,8,1001,41,8,161,11,1,108,7,2,429,18,1,355,15,3,282,10,2,203,6,1,347,12,3,252,11,2,98,3,1,83,3,1,0
2021-11-18,1283,47,8,1060,42,8,170,12,2,119,8,2,424,18,3,366,15,3,289,2,0,220,6,1,304,13,3,264,11,2,96,3,0,90,3,1,0
2021-11-19,1172,44,9,1082,42,8,111,4,1,120,7,2,349,18,2,363,15,2,268,5,1,231,6,1,328,17,5,274,12,2,116,2,0,94,3,1,0
2021-11-20,808,48,10,1110,44,8,71,8,2,121,8,2,275,19,3,368,15,2,140,6,1,236,6,1,243,13,4,287,13,3,79,2,0,98,3,1,0
2021-11-21,833,37,5,1132,44,8,71,4,1,124,8,2,292,12,1,373,15,2,148,7,0,237,7,1,231,12,2,296,13,3,91,3,1,101,3,1,0
2021-11-22,1504,51,7,1168,45,8,151,12,0,126,8,1,515,16,4,387,16,2,297,5,0,244,6,1,393,15,2,307,13,3,148,3,1,104,3,1,0
2021-11-23,1354,50,6,1182,47,8,142,9,1,125,9,1,472,18,4,394,17,3,286,3,0,244,5,1,348,17,1,313,14,3,105,5,0,105,3,0,0
2021-11-24,1393,57,10,1192,48,8,157,17,2,125,9,1,451,15,5,397,17,3,255,11,1,240,6,0,376,9,2,318,14,3,154,6,0,113,3,0,0
2021-11-25,532,56,8,1085,49,8,34,10,0,105,9,1,190,23,3,363,17,3,104,2,0,214,6,0,148,18,3,295,14,3,56,3,2,107,3,1,0
2021-11-26,1156,63,11,1083,52,8,142,14,2,110,11,1,360,18,3,365,17,3,198,8,1,204,6,0,344,16,4,298,14,3,111,8,1,106,4,1,0
2021-11-27,954,50,8,1104,52,8,100,7,1,114,10,1,297,19,3,368,17,3,155,6,1,206,6,0,296,15,2,305,15,2,105,5,1,110,5,1,0
2021-11-28,1056,49,8,1136,54,8,87,9,2,116,11,1,319,15,1,372,18,3,192,5,0,212,6,0,328,19,5,319,16,3,128,4,0,115,5,1,0
2021-11-29,2310,69,10,1251,56,9,285,12,1,135,11,1,661,26,5,393,19,3,454,7,1,235,6,1,670,19,3,359,16,3,238,6,0,128,5,1,0
2021-11-30,1962,73,6,1338,60,9,273,17,0,154,12,1,567,16,3,406,19,3,384,10,0,249,7,1,557,27,2,388,18,3,178,5,1,139,5,1,0
2021-12-01,2155,79,15,1446,63,9,277,13,3,171,12,1,693,26,7,441,20,4,398,17,0,269,8,0,571,23,3,416,20,3,216,3,2,147,5,1,0
2021-12-02,2057,71,14,1664,65,10,300,15,4,209,12,2,621,27,5,503,21,4,388,10,1,310,9,1,536,16,3,472,19,3,211,7,1,170,5,1,0
2021-12-03,1874,88,13,1767,68,11,239,22,1,223,14,2,580,22,7,534,22,4,312,13,1,326,10,1,542,28,2,500,21,3,201,7,2,182,5,1,0
2021-12-04,1292,78,10,1815,72,11,173,18,2,233,15,2,376,28,4,545,23,5,178,13,1,329,11,1,400,18,3,515,21,3,165,3,0,191,5,1,0
2021-12-05,1380,96,13,1861,79,12,120,16,0,238,16,2,455,30,6,565,25,5,235,16,3,336,12,1,408,28,4,526,23,3,162,8,0,196,6,1,0
2021-12-06,2734,111,8,1922,85,11,347,20,2,247,17,2,838,50,3,590,28,5,572,10,1,352,13,1,727,28,2,534,24,3,249,4,0,197,5,1,0
2021-12-07,2808,113,14,2043,91,12,322,28,4,254,19,2,879,31,4,635,31,5,634,14,0,388,13,1,711,36,3,556,25,3,262,7,3,209,6,1,0
2021-12-08,3038,104,6,2169,94,11,326,22,2,261,20,2,953,37,0,672,32,4,785,20,0,443,14,1,715,27,4,577,26,3,258,5,0,215,6,1,0
2021-12-09,2924,102,10,2293,99,11,344,23,4,267,21,2,885,31,3,709,33,4,709,14,1,489,14,1,721,29,2,603,28,3,264,6,0,223,6,1,0
2021-12-10,2967,122,16,2449,104,11,327,41,2,280,24,2,960,33,7,764,34,4,696,12,1,544,14,1,735,31,6,631,28,3,249,9,0,230,6,0,11000
2021-12-11,2075,88,7,2561,105,11,255,26,1,292,25,2,599,28,1,796,34,3,462,10,3,585,14,1,568,19,2,655,28,3,191,8,0,234,7,0,11000
2021-12-12,2555,94,16,2729,105,11,243,23,4,309,26,3,799,37,7,845,35,4,691,9,0,650,13,1,616,22,4,685,27,3,205,5,1,240,6,1,11000
2021-12-13,5859,111,16,3175,105,12,655,25,0,353,27,2,1845,38,5,989,34,4,1600,21,1,797,14,1,1346,21,8,773,26,4,410,8,2,263,7,1,11000
2021-12-14,7917,102,8,3905,103,11,774,27,0,418,27,2,2457,33,3,1214,34,4,2759,19,2,1100,15,1,1483,21,2,883,24,4,442,6,1,288,7,1,11000
2021-12-15,7481,107,8,4540,104,12,715,23,3,473,27,2,2454,39,1,1428,34,4,2524,14,2,1349,14,1,1372,25,1,977,24,4,414,7,1,311,7,1,11000
2021-12-16,4342,17,5,4742,92,11,572,0,2,506,24,2,1398,11,1,1502,31,4,1339,1,1,1439,12,1,852,4,0,996,20,3,178,3,1,298,7,1,11000
